rank,word,total
13357,overestimate,1012
13358,author,1004
13359,journey,972
13360,activation,1067
13361,reuse,1047
13362,smog,1007
13363,precedence,987
13364,participatory,1131
13365,respite,987
13366,compatibility,1030
13367,innumerable,965
13368,pike,2696
13369,computation,1101
13370,bag,983
13371,quell,991
13372,inaccessible,973
13373,enrage,975
13374,lodging,1003
13375,gag,1037
13376,snake,1043
13377,inertia,1008
13378,mill,999
13379,herein,590
13380,redevelopment,1079
13381,self-contained,993
13382,notoriety,968
13383,brothel,1007
13384,reindeer,1045
13385,flimsy,997
13386,redundant,979
13387,underworld,994
13388,cello,1083
13389,rendezvous,1013
13390,holster,1101
13391,agitated,990
13392,unhappiness,969
13393,snap,1022
13394,assigned,1009
13395,co-owner,1066
13396,centrality,1116
13397,uphill,987
13398,amish,1127
13399,full-length,964
13400,piece,955
13401,fast-growing,1017
13402,understate,969
13403,vulture,1041
13404,torpedo,1045
13405,contraceptive,1022
13406,periodical,1004
13407,postcolonial,1246
13408,mane,1058
13409,grate,1047
13410,stockholder,1004
13411,dutifully,995
13412,bigotry,1010
13413,haitian,1308
13414,digging,954
13415,racing,1005
13416,nagging,966
13417,fractured,985
13418,tailor,986
13419,auspice,975
13420,speechless,1030
13421,recur,982
13422,furry,1027
13423,painkiller,1038
13424,predispose,1000
13425,warring,952
13426,inexplicable,969
13427,restart,1022
13428,lax,1211
13429,toil,961
13430,sync,1253
13431,dissemination,1099
13432,caribou,1019
13433,oppress,989
13434,policing,1007
13435,boiled,982
13436,pulmonary,1272
13437,handbook,2066
13438,over-the-counter,996
13439,inundate,953
13440,cobalt,1007
13441,home-grown,1057
13442,hangover,1029
13443,absentee,1207
13444,plurality,1050
13445,repress,964
13446,tableau,986
13447,reparation,1051
13448,bloodstream,1034
13449,porter,5005
13450,pungent,985
13451,postulate,1039
13452,bore,1024
13453,sarcastic,998
13454,transistor,1062
13455,trilogy,1094
13456,panorama,1036
13457,untold,966
13458,burly,968
13459,stardom,990
13460,tranquil,958
13461,miscarriage,1007
13462,bombard,951
13463,pulse,1051
13464,somali,1169
13465,fifteenth,985
13466,defensively,985
13467,preparatory,1016
13468,sling,973
13469,telltale,1016
13470,zombie,1357
13471,assembled,958
13472,drying,965
13473,grinder,998
13474,variously,964
13475,scapegoat,943
13476,first-rate,956
13477,topography,990
13478,rightful,971
13479,style,1150
13480,prism,1050
13481,gymnasium,1023
13482,mindless,951
13483,diva,1300
13484,trumpet,962
13485,dependent,1007
13486,mire,971
13487,linked,967
13488,roomy,1027
13489,shellfish,1020
13490,scooter,1518
13491,rave,1015
13492,marquee,1009
13493,buried,977
13494,kissing,979
13495,miniseries,1014
13496,trustworthy,955
13497,sidestep,963
13498,wide-ranging,980
13499,gravely,1031
13500,whimsical,997
13501,corner,937
13502,duke,9075
13503,immunization,1021
13504,effortlessly,984
13505,lighted,958
13506,medium-size,1107
13507,pad,979
13508,mounting,964
13509,courier,1315
13510,recoil,1013
13511,lyrical,967
13512,disoriented,977
13513,armpit,1021
13514,evasion,965
13515,hormonal,1021
13516,perpetually,960
13517,fondness,953
13518,mmm,1020
13519,vip,1032
13520,consensual,986
13521,extremism,1099
13522,ovation,978
13523,undisturbed,954
13524,khaki,1016
13525,flag,978
13526,hiking,1052
13527,jamaican,1068
13528,alongside,954
13529,finder,1097
13530,precondition,1032
13531,embedded,1043
13532,flat,954
13533,pep,1005
13534,attracting,956
13535,complimentary,948
13536,weakest,944
13537,ordain,988
13538,standout,1074
13539,malicious,951
13540,checkbook,976
13541,feeding,953
13542,astute,927
13543,unaffected,941
13544,archaic,965
13545,prowl,957
13546,vestige,925
13547,figurine,1012
13548,fertilization,965
13549,quail,1007
13550,three-year-old,958
13551,appraise,967
13552,discernible,928
13553,compost,1205
13554,erection,1035
13555,financier,962
13556,push-up,1062
13557,entrench,958
13558,quiet,978
13559,nonpartisan,1061
13560,afar,939
13561,assisted,977
13562,revamp,984
13563,intrinsically,1017
13564,manic,931
13565,glee,1156
13566,extracurricular,1037
13567,transfusion,995
13568,understatement,949
13569,stoke,1024
13570,overcrowded,941
13571,stiffly,1036
13572,out,1373
13573,year-long,887
13574,heirloom,1188
13575,failing,937
13576,excruciating,946
13577,vindicate,927
13578,impractical,952
13579,overdose,1026
13580,uproar,963
13581,din,1212
13582,migraine,1180
13583,observational,1095
13584,jolly,1016
13585,doc,4214
13586,burned,957
13587,manslaughter,1094
13588,chime,1021
13589,candor,952
13590,cadmium,1047
13591,sister-in-law,985
13592,eel,1035
13593,uncontrollable,918
13594,wrinkle,1064
13595,caterpillar,1529
13596,ply,942
13597,medium-sized,930
13598,err,955
13599,winged,983
13600,arcane,933
13601,covering,986
13602,renegade,951
13603,hoax,1027
13604,prosthetic,1150
13605,gathered,945
13606,newscast,1136
13607,sometime,912
13608,personalized,1000
13609,mouthful,994
13610,thirty-two,996
13611,writhe,1021
13612,dredge,967
13613,axle,975
13614,skirmish,953
13615,fluency,1291
13616,standardize,998
13617,semblance,948
13618,clutter,961
13619,replete,953
13620,junction,1781
13621,instil,938
13622,jostle,989
13623,primordial,955
13624,blunder,935
13625,glint,1011
13626,allot,959
13627,posh,953
13628,peg,948
13629,eyelash,1006
13630,custard,1013
13631,multidimensional,1102
13632,seaweed,966
13633,forward,1017
13634,thorny,927
13635,memento,930
13636,hole,932
13637,wisp,1024
13638,two-dimensional,977
13639,stand-up,973
13640,blocking,952
13641,urn,989
13642,encase,941
13643,computational,1087
13644,pharmaceutical,1305
13645,blonde,1015
13646,configure,1005
13647,budgetary,994
13648,cull,939
13649,nutritionist,1035
13650,land-use,1021
13651,corrective,967
13652,pornographic,938
13653,elitist,967
13654,pare,929
13655,wacky,959
13656,stripper,999
13657,stir,938
13658,beneath,981
13659,linoleum,993
13660,clot,966
13661,muck,976
13662,nutritious,1002
13663,sore,945
13664,mismanagement,933
13665,choosing,923
13666,filipino,1002
13667,mobile,2280
13668,marinate,1014
13669,kiosk,1002
13670,magically,952
13671,increment,951
13672,angst,960
13673,heterogeneous,1063
13674,wiry,980
13675,nonstop,962
13676,attendant,942
13677,geneticist,979
13678,behemoth,972
13679,savvy,990
13680,mull,958
13681,abate,936
13682,pre-service,1161
13683,nah,1049
13684,handcuff,940
13685,in,933
13686,secluded,927
13687,veritable,922
13688,inconceivable,900
13689,dole,966
13690,expatriate,912
13691,coil,1009
13692,nascent,968
13693,infuriate,928
13694,electrician,944
13695,sheltered,916
13696,minuscule,926
13697,alibi,1036
13698,crazed,939
13699,fanfare,933
13700,sprinkler,948
13701,father-in-law,924
13702,cardiologist,1009
13703,chemically,936
13704,hooker,1705
13705,mainstay,943
13706,psychotic,945
13707,mortal,996
13708,tropics,949
13709,caper,1056
13710,polyester,946
13711,observance,947
13712,rotting,965
13713,deafening,953
13714,molten,999
13715,scuba,962
13716,evolving,984
13717,prick,973
13718,little-known,956
13719,preface,984
13720,asking,922
13721,colonize,959
13722,impromptu,951
13723,shudder,992
13724,inward,939
13725,repertory,1024
13726,three-hour,913
13727,beep,972
13728,unquestionably,907
13729,biographical,959
13730,borrowed,929
13731,triple,995
13732,deduce,960
13733,retardation,992
13734,bribery,977
13735,postage,973
13736,constitutionally,954
13737,well-established,954
13738,shipyard,979
13739,wail,1023
13740,implied,950
13741,pamper,918
13742,tortoise,989
13743,stereotypical,927
13744,unrestricted,933
13745,politicize,935
13746,levy,944
13747,battleship,952
13748,sonic,959
13749,reformed,992
13750,forcibly,914
13751,procure,954
13752,muffle,996
13753,inefficiency,948
13754,brooding,922
13755,nocturnal,943
13756,inherited,921
13757,lull,948
13758,misgiving,888
13759,stubbornly,946
13760,bellow,1454
13761,geek,1098
13762,yell,1051
13763,waffle,1033
13764,estuary,979
13765,blackboard,967
13766,approximate,938
13767,cultivated,955
13768,tote,956
13769,stout,1008
13770,archival,979
13771,dermatologist,1184
13772,gouge,913
13773,funk,1344
13774,steamer,1006
13775,doubly,930
13776,dripping,865
13777,monoxide,987
13778,pendant,988
13779,crumpled,999
13780,vehemently,891
13781,downhill,965
13782,climatic,989
13783,cashmere,1124
13784,circumstantial,962
13785,radiator,960
13786,ace,984
13787,skylight,992
13788,know-how,937
13789,flaunt,911
13790,dislodge,933
13791,haste,952
13792,consolidated,930
13793,impulsive,955
13794,headline,969
13795,broadband,1089
13796,bias,980
13797,darkly,945
13798,single-family,1010
13799,subsidized,958
13800,payout,996
13801,beset,903
13802,philharmonic,963
13803,smuggling,966
13804,overture,1001
13805,fascism,947
13806,slit,935
13807,methodist,944
13808,pre-war,917
13809,unregulated,955
13810,grit,1002
13811,spade,1265
13812,guarded,899
13813,intercom,992
13814,minimally,975
13815,nozzle,935
13816,slant,942
13817,syrian,995
13818,toss,980
13819,minister,976
13820,thump,998
13821,dislocation,940
13822,armenian,979
13823,chide,910
13824,jock,1225
13825,musically,917
13826,acknowledgement,1023
13827,adventurer,931
13828,debtor,1130
13829,banned,948
13830,leisurely,915
13831,honored,904
13832,fore,917
13833,mater,1121
13834,uncontrolled,909
13835,mummy,1656
13836,pathological,966
13837,apex,939
13838,liturgical,1116
13839,juniper,1009
13840,pre-eminent,906
13841,dispatcher,1162
13842,million-dollar,910
13843,wastewater,1102
13844,aggressor,939
13845,fiberglass,981
13846,repressed,902
13847,responsibly,921
13848,cheaply,925
13849,eerily,932
13850,fumble,1078
13851,chronological,960
13852,exact,894
13853,faith-based,1021
13854,garb,909
13855,diffuse,962
13856,elf,2103
13857,juxtapose,920
13858,hip,901
13859,chassis,987
13860,inconvenient,963
13861,major-league,988
13862,skid,950
13863,stalemate,947
13864,naming,969
13865,popularize,911
13866,siding,959
13867,age-old,903
13868,ya,997
13869,veneer,947
13870,buggy,969
13871,discreetly,948
13872,binding,1042
13873,apprehensive,893
13874,spatula,1088
13875,pennant,950
13876,ordering,965
13877,reconnect,997
13878,pakistani,1042
13879,thick,922
13880,eleventh,953
13881,hotline,1218
13882,crepe,937
13883,grown-up,935
13884,celtic,946
13885,parisian,925
13886,unfit,894
13887,personalize,934
13888,valet,997
13889,pesto,2090
13890,diversification,993
13891,chasm,940
13892,landscaping,926
13893,gubernatorial,1078
13894,purify,903
13895,pretext,894
13896,centrist,982
13897,believable,909
13898,albanian,1048
13899,run-down,931
13900,fathom,895
13901,prioritize,1006
13902,bustle,928
13903,aquifer,1059
13904,rna,1050
13905,attune,927
13906,habitual,908
13907,lithuanian,1203
13908,lowered,894
13909,mantel,1202
13910,sarcasm,950
13911,snowstorm,960
13912,exile,916
13913,preposterous,911
13914,fertilize,910
13915,sioux,929
13916,residuals,1302
13917,murdered,935
13918,idly,958
13919,carrying,962
13920,defect,914
13921,australian,912
13922,dreaded,928
13923,communicator,1038
13924,must,958
13925,ruffle,946
13926,shifting,893
13927,self-image,939
13928,exhibitor,1045
13929,visceral,931
13930,veranda,946
13931,clipboard,1021
13932,regular-season,1037
13933,eucharist,1028
13934,backside,961
13935,upland,979
13936,evocative,909
13937,mouth,972
13938,legitimately,900
13939,potency,922
13940,full-size,958
13941,confrontational,913
13942,rework,892
13943,coincidentally,887
13944,romanian,1040
13945,chimp,1049
13946,workday,940
13947,decentralized,961
13948,ultra,959
13949,finesse,994
13950,surmise,910
13951,much-needed,946
13952,acronym,944
13953,vigilance,895
13954,trivia,920
13955,archbishop,2130
13956,charging,966
13957,feign,960
13958,distrust,877
13959,intestinal,927
13960,innovator,962
13961,gypsy,1750
13962,crusty,960
13963,kerosene,921
13964,observable,974
13965,shootout,2014
13966,unbelievably,904
13967,hilltop,1012
13968,confluence,912
13969,forward,894
13970,organizing,897
13971,fluke,897
13972,endeavor,916
13973,discursive,1028
13974,rubric,1065
13975,hotly,874
13976,drop-off,1037
13977,unbroken,901
13978,conversational,935
13979,ready,903
13980,cod,2246
13981,limitless,891
13982,creme,1800
13983,jeweler,1010
13984,despair,887
13985,postmodernism,1116
13986,mellow,920
13987,swimsuit,925
13988,complicity,905
13989,futility,915
13990,cool,960
13991,normalize,933
13992,swipe,1004
13993,starch,914
13994,veterinary,919
13995,fiancee,920
13996,philanthropy,1057
13997,vile,896
13998,tax-free,932
13999,brash,901
14000,informational,971
14001,heavy-duty,987
14002,kidnapper,977
14003,tiptoe,943
14004,puzzling,900
14005,hawk,889
14006,old-time,895
14007,oceanic,960
14008,epistemological,1049
14009,subpoena,973
14010,cautionary,901
14011,doctrinal,1060
14012,ideologically,941
14013,bathrobe,978
14014,plethora,896
14015,condolence,920
14016,forbidding,870
14017,cleavage,922
14018,fanciful,897
14019,smirk,985
14020,extremity,929
14021,porous,891
14022,rowing,923
14023,vested,902
14024,brave,1689
14025,stockpile,919
14026,malice,888
14027,saxophone,887
14028,attractiveness,966
14029,striker,948
14030,melodic,910
14031,screenwriter,976
14032,commencement,878
14033,knot,955
14034,delinquent,1018
14035,pre-existing,1085
14036,creole,962
14037,rapid,921
14038,populous,905
14039,inactive,914
14040,perseverance,938
14041,forecaster,949
14042,distressed,990
14043,download,1115
14044,wean,884
14045,quip,911
14046,crony,882
14047,automation,947
14048,saturation,962
14049,glorify,871
14050,wafer,966
14051,rot,916
14052,stump,1229
14053,defined,936
14054,fullness,924
14055,lump,873
14056,sinful,917
14057,swede,894
14058,grated,996
14059,vowel,897
14060,tombstone,924
14061,anatomical,920
14062,weaver,3295
14063,lite,818
14064,melancholy,930
14065,cornfield,885
14066,balsamic,1018
14067,leaflet,912
14068,chunky,962
14069,methodically,880
14070,thirty-six,900
14071,cooling,912
14072,partisanship,958
14073,choreographer,1003
14074,posting,973
14075,hegemonic,980
14076,aching,928
14077,padding,900
14078,forested,918
14079,spire,992
14080,lowly,887
14081,snowball,979
14082,newlywed,906
14083,unease,909
14084,stud,895
14085,polluted,852
14086,deforestation,1062
14087,piracy,1097
14088,discarded,901
14089,lapse,889
14090,adapter,1004
14091,deflate,876
14092,blackberry,1576
14093,repudiate,893
14094,crevice,904
14095,flamboyant,875
14096,brandish,900
14097,cheesecake,976
14098,gleam,945
14099,hydrocarbon,980
14100,questioning,900
14101,clatter,997
14102,whine,936
14103,pelvis,916
14104,tarnish,877
14105,brownie,1422
14106,parka,975
14107,madly,911
14108,gully,949
14109,token,889
14110,tacit,886
14111,morphine,981
14112,homemaker,899
14113,brat,927
14114,jumping,875
14115,decorator,954
14116,take-out,954
14117,expressly,922
14118,lymph,956
14119,benefactor,873
14120,equatorial,1008
14121,coffer,899
14122,parting,915
14123,approximation,947
14124,apache,963
14125,forefinger,961
14126,interchange,877
14127,shovel,885
14128,portuguese,913
14129,buddhist,896
14130,percentile,957
14131,inverted,900
14132,rough,877
14133,allegory,990
14134,symmetrical,877
14135,outgrow,873
14136,melancholy,878
14137,agreeable,860
14138,unlucky,884
14139,critter,953
14140,propriety,881
14141,experiential,1023
14142,controlling,855
14143,stave,901
14144,condense,866
14145,unsolved,891
14146,inlet,1722
14147,pragmatism,941
14148,affliction,878
14149,proverbial,888
14150,nervousness,891
14151,penetrating,863
14152,cushion,888
14153,avant-garde,884
14154,artistry,875
14155,material,907
14156,nag,900
14157,brunt,915
14158,knockout,927
14159,spooky,922
14160,grammy,2256
14161,piping,919
14162,impenetrable,871
14163,toothpick,924
14164,elaboration,955
14165,one-day,910
14166,informally,877
14167,violinist,902
14168,strait,2295
14169,primitive,898
14170,restoring,896
14171,jar,954
